match_date,league,home_team,away_team,home_score,away_score,both_teams_score,over_2_5,first_half_home,first_half_away,first_half_result,home_corners,away_corners,Total_corners,Corners_result,home_yellow_cards,away_yellow_cards,Card_result
15/05/2023,I1,Sampdoria,Empoli,1,1,GG,No,1,0,Home Win,1,2,3,Away Win,3,4,Away Win
19/05/2023,I1,Sassuolo,Monza,1,2,GG,Yes,1,0,Home Win,6,3,9,Home Win,2,5,Away Win
20/05/2023,I1,Cremonese,Bologna,1,5,GG,Yes,0,3,Away Win,3,9,12,Away Win,1,2,Away Win
20/05/2023,I1,Atalanta,Verona,3,1,GG,Yes,1,1,Draw,6,3,9,Home Win,1,3,Away Win
20/05/2023,I1,Milan,Sampdoria,5,1,GG,Yes,3,1,Home Win,7,2,9,Home Win,1,3,Away Win
21/05/2023,I1,Lecce,Spezia,0,0,NG,No,0,0,Draw,2,5,7,Away Win,2,3,Away Win
21/05/2023,I1,Torino,Fiorentina,1,1,GG,No,0,0,Draw,3,3,6,Draw,1,2,Away Win
21/05/2023,I1,Napoli,Inter,3,1,GG,Yes,0,0,Draw,4,1,5,Home Win,1,2,Away Win
21/05/2023,I1,Udinese,Lazio,0,1,NG,No,0,0,Draw,3,8,11,Away Win,3,1,Home Win
22/05/2023,I1,Roma,Salernitana,2,2,GG,Yes,0,1,Away Win,6,4,10,Home Win,1,4,Away Win
22/05/2023,I1,Empoli,Juventus,4,1,GG,Yes,2,0,Home Win,3,7,10,Away Win,2,2,Draw
26/05/2023,I1,Sampdoria,Sassuolo,2,2,GG,Yes,1,2,Away Win,8,4,12,Home Win,1,2,Away Win
27/05/2023,I1,Salernitana,Udinese,3,2,GG,Yes,1,2,Away Win,2,1,3,Home Win,3,3,Draw
27/05/2023,I1,Spezia,Torino,0,4,NG,Yes,0,1,Away Win,5,2,7,Home Win,2,2,Draw
27/05/2023,I1,Fiorentina,Roma,2,1,GG,Yes,0,1,Away Win,7,4,11,Home Win,5,3,Home Win
27/05/2023,I1,Inter,Atalanta,3,2,GG,Yes,2,1,Home Win,9,7,16,Home Win,0,1,Away Win
28/05/2023,I1,Verona,Empoli,1,1,GG,No,0,0,Draw,3,3,6,Draw,4,0,Home Win
28/05/2023,I1,Bologna,Napoli,2,2,GG,Yes,0,1,Away Win,4,4,8,Draw,1,3,Away Win
28/05/2023,I1,Monza,Lecce,0,1,NG,No,0,0,Draw,1,3,4,Away Win,2,3,Away Win
28/05/2023,I1,Lazio,Cremonese,3,2,GG,Yes,2,0,Home Win,4,3,7,Home Win,2,2,Draw
28/05/2023,I1,Juventus,Milan,0,1,NG,No,0,1,Away Win,4,5,9,Away Win,1,2,Away Win
02/06/2023,I1,Sassuolo,Fiorentina,1,3,GG,Yes,0,0,Draw,2,4,6,Away Win,4,4,Draw
03/06/2023,I1,Torino,Inter,0,1,NG,No,0,1,Away Win,6,4,10,Home Win,1,2,Away Win
03/06/2023,I1,Cremonese,Salernitana,2,0,NG,No,1,0,Home Win,4,6,10,Away Win,1,2,Away Win
03/06/2023,I1,Empoli,Lazio,0,2,NG,No,0,0,Draw,6,7,13,Away Win,3,2,Home Win
04/06/2023,I1,Napoli,Sampdoria,2,0,NG,No,0,0,Draw,11,0,11,Home Win,0,1,Away Win
04/06/2023,I1,Atalanta,Monza,5,2,GG,Yes,2,0,Home Win,5,1,6,Home Win,1,2,Away Win
04/06/2023,I1,Lecce,Bologna,2,3,GG,Yes,1,0,Home Win,7,2,9,Home Win,1,3,Away Win
04/06/2023,I1,Milan,Verona,3,1,GG,Yes,1,0,Home Win,7,1,8,Home Win,1,4,Away Win
