match_date,league,HomeTeam,AwayTeam,home_score,away_score,both_teams_score,over_2_5,first_half_home,first_half_away,first_half_result,home_corners,away_corners,Total_corners,Corners_result,home_yellow_cards,away_yellow_cards,Card_result
26/08/2023,N1,Nijmegen,Waalwijk,3,0,NG,Yes,1,0,Home Win,2,4,6,Away Win,1,2,Away Win
26/08/2023,N1,Excelsior,For Sittard,2,2,GG,Yes,1,0,Home Win,0,6,6,Away Win,1,1,Draw
27/08/2023,N1,Zwolle,Utrecht,1,0,NG,No,0,0,Draw,2,8,10,Away Win,2,3,Away Win
27/08/2023,N1,Feyenoord,Almere City,6,1,GG,Yes,3,0,Home Win,8,2,10,Home Win,0,1,Away Win
27/08/2023,N1,Heerenveen,Sparta Rotterdam,1,3,GG,Yes,0,1,Away Win,6,7,13,Away Win,0,0,Draw
01/09/2023,N1,Sparta Rotterdam,Nijmegen,1,1,GG,No,0,0,Draw,10,1,11,Home Win,1,4,Away Win
02/09/2023,N1,Almere City,Zwolle,1,2,GG,Yes,0,1,Away Win,7,4,11,Home Win,3,4,Away Win
02/09/2023,N1,Go Ahead Eagles,Heerenveen,3,2,GG,Yes,2,1,Home Win,9,8,17,Home Win,3,0,Home Win
02/09/2023,N1,Waalwijk,PSV Eindhoven,0,4,NG,Yes,0,1,Away Win,4,8,12,Away Win,0,0,Draw
02/09/2023,N1,Heracles,Excelsior,3,1,GG,Yes,0,1,Away Win,8,1,9,Home Win,1,4,Away Win
03/09/2023,N1,Utrecht,Feyenoord,1,5,GG,Yes,1,2,Away Win,5,8,13,Away Win,1,0,Home Win
03/09/2023,N1,For Sittard,Ajax,0,0,NG,No,0,0,Draw,3,7,10,Away Win,3,2,Home Win
03/09/2023,N1,Volendam,Twente,0,2,NG,No,0,1,Away Win,1,5,6,Away Win,1,2,Away Win
03/09/2023,N1,Vitesse,AZ Alkmaar,0,2,NG,No,0,0,Draw,0,9,9,Away Win,3,0,Home Win
16/09/2023,N1,Feyenoord,Heerenveen,6,1,GG,Yes,3,1,Home Win,6,3,9,Home Win,1,0,Home Win
16/09/2023,N1,Vitesse,Waalwijk,0,2,NG,No,0,1,Away Win,8,6,14,Home Win,1,5,Away Win
16/09/2023,N1,For Sittard,Volendam,3,1,GG,Yes,0,1,Away Win,15,3,18,Home Win,1,0,Home Win
16/09/2023,N1,PSV Eindhoven,Nijmegen,4,0,NG,Yes,2,0,Home Win,8,3,11,Home Win,1,2,Away Win
16/09/2023,N1,Heracles,Utrecht,1,3,GG,Yes,0,2,Away Win,4,4,8,Draw,3,3,Draw
17/09/2023,N1,Zwolle,Go Ahead Eagles,1,1,GG,No,0,0,Draw,11,4,15,Home Win,1,4,Away Win
17/09/2023,N1,Excelsior,Almere City,0,0,NG,No,0,0,Draw,4,5,9,Away Win,2,3,Away Win
17/09/2023,N1,Twente,Ajax,3,1,GG,Yes,2,1,Home Win,5,9,14,Away Win,1,2,Away Win
17/09/2023,N1,AZ Alkmaar,Sparta Rotterdam,2,0,NG,No,2,0,Home Win,9,4,13,Home Win,0,3,Away Win
22/09/2023,N1,Go Ahead Eagles,For Sittard,3,0,NG,Yes,1,0,Home Win,2,5,7,Away Win,0,4,Away Win
23/09/2023,N1,Volendam,Heracles,2,2,GG,Yes,0,0,Draw,5,7,12,Away Win,1,1,Draw
23/09/2023,N1,Nijmegen,Utrecht,3,0,NG,Yes,2,0,Home Win,4,4,8,Draw,1,2,Away Win
23/09/2023,N1,Almere City,PSV Eindhoven,0,4,NG,Yes,0,2,Away Win,5,8,13,Away Win,1,1,Draw
23/09/2023,N1,Heerenveen,Excelsior,0,3,NG,Yes,0,2,Away Win,3,2,5,Home Win,4,2,Home Win
24/09/2023,N1,Sparta Rotterdam,Vitesse,1,0,NG,No,1,0,Home Win,5,3,8,Home Win,1,2,Away Win
24/09/2023,N1,Waalwijk,Twente,1,0,NG,No,0,0,Draw,1,6,7,Away Win,1,1,Draw
24/09/2023,N1,Zwolle,AZ Alkmaar,0,3,NG,Yes,0,1,Away Win,2,6,8,Away Win,3,3,Draw
27/09/2023,N1,Ajax,Feyenoord,0,4,NG,Yes,0,3,Away Win,4,0,4,Home Win,3,2,Home Win
27/09/2023,N1,PSV Eindhoven,Go Ahead Eagles,3,0,NG,Yes,1,0,Home Win,9,2,11,Home Win,0,2,Away Win
27/09/2023,N1,Twente,Vitesse,1,0,NG,No,1,0,Home Win,5,2,7,Home Win,1,4,Away Win
28/09/2023,N1,AZ Alkmaar,Heracles,1,1,GG,No,1,0,Home Win,16,0,16,Home Win,1,2,Away Win
30/09/2023,N1,Feyenoord,Go Ahead Eagles,3,1,GG,Yes,1,0,Home Win,11,0,11,Home Win,1,2,Away Win
30/09/2023,N1,PSV Eindhoven,Volendam,3,1,GG,Yes,1,0,Home Win,7,0,7,Home Win,1,2,Away Win
30/09/2023,N1,Utrecht,Almere City,0,2,NG,No,0,0,Draw,4,6,10,Away Win,4,4,Draw
30/09/2023,N1,Twente,Heerenveen,1,0,NG,No,0,0,Draw,8,1,9,Home Win,3,1,Home Win
01/10/2023,N1,Nijmegen,Vitesse,1,3,GG,Yes,1,1,Draw,6,5,11,Home Win,2,5,Away Win
01/10/2023,N1,Excelsior,Sparta Rotterdam,2,1,GG,Yes,0,0,Draw,2,7,9,Away Win,4,1,Home Win
01/10/2023,N1,Heracles,Zwolle,2,1,GG,Yes,0,0,Draw,2,2,4,Draw,1,3,Away Win
01/10/2023,N1,AZ Alkmaar,For Sittard,4,0,NG,Yes,1,0,Home Win,1,3,4,Away Win,1,3,Away Win
06/10/2023,N1,Volendam,Utrecht,1,0,NG,No,0,0,Draw,6,0,6,Home Win,3,2,Home Win
07/10/2023,N1,Heerenveen,Nijmegen,1,1,GG,No,1,1,Draw,7,1,8,Home Win,1,0,Home Win
07/10/2023,N1,Almere City,Waalwijk,1,0,NG,No,1,0,Home Win,4,3,7,Home Win,1,1,Draw
07/10/2023,N1,Go Ahead Eagles,Heracles,4,0,NG,Yes,2,0,Home Win,9,5,14,Home Win,0,2,Away Win
07/10/2023,N1,Vitesse,Excelsior,0,0,NG,No,0,0,Draw,11,5,16,Home Win,2,0,Home Win
08/10/2023,N1,Zwolle,Feyenoord,0,2,NG,No,0,1,Away Win,3,4,7,Away Win,1,0,Home Win
08/10/2023,N1,Ajax,AZ Alkmaar,1,2,GG,Yes,0,1,Away Win,6,4,10,Home Win,2,1,Home Win
08/10/2023,N1,For Sittard,Twente,0,3,NG,Yes,0,1,Away Win,3,7,10,Away Win,2,2,Draw
08/10/2023,N1,Sparta Rotterdam,PSV Eindhoven,0,4,NG,Yes,0,0,Draw,1,8,9,Away Win,3,1,Home Win
21/10/2023,N1,PSV Eindhoven,For Sittard,3,1,GG,Yes,1,0,Home Win,10,1,11,Home Win,0,1,Away Win
21/10/2023,N1,Waalwijk,Volendam,2,1,GG,Yes,1,0,Home Win,3,4,7,Away Win,3,2,Home Win
21/10/2023,N1,Nijmegen,Almere City,1,1,GG,No,0,1,Away Win,6,5,11,Home Win,2,2,Draw
21/10/2023,N1,AZ Alkmaar,Heerenveen,3,0,NG,Yes,1,0,Home Win,6,3,9,Home Win,1,1,Draw
21/10/2023,N1,Feyenoord,Vitesse,4,0,NG,Yes,2,0,Home Win,9,2,11,Home Win,0,1,Away Win
22/10/2023,N1,Utrecht,Ajax,4,3,GG,Yes,1,0,Home Win,6,5,11,Home Win,1,2,Away Win
22/10/2023,N1,Excelsior,Zwolle,2,4,GG,Yes,1,0,Home Win,2,4,6,Away Win,0,2,Away Win
22/10/2023,N1,Heracles,Twente,2,2,GG,Yes,0,2,Away Win,6,6,12,Draw,1,4,Away Win
22/10/2023,N1,Go Ahead Eagles,Sparta Rotterdam,0,0,NG,No,0,0,Draw,3,6,9,Away Win,0,0,Draw
27/10/2023,N1,Vitesse,Zwolle,1,1,GG,No,0,1,Away Win,18,2,20,Home Win,0,1,Away Win
28/10/2023,N1,Heerenveen,Heracles,3,0,NG,Yes,2,0,Home Win,10,4,14,Home Win,2,2,Draw
28/10/2023,N1,Almere City,Go Ahead Eagles,0,0,NG,No,0,0,Draw,6,5,11,Home Win,1,0,Home Win
28/10/2023,N1,Sparta Rotterdam,Waalwijk,2,0,NG,No,0,0,Draw,8,4,12,Home Win,2,1,Home Win
28/10/2023,N1,For Sittard,Utrecht,0,0,NG,No,0,0,Draw,5,5,10,Draw,1,1,Draw
29/10/2023,N1,Twente,Feyenoord,2,1,GG,Yes,1,0,Home Win,2,5,7,Away Win,5,1,Home Win
29/10/2023,N1,PSV Eindhoven,Ajax,5,2,GG,Yes,1,2,Away Win,5,5,10,Draw,1,2,Away Win
29/10/2023,N1,Volendam,Excelsior,3,1,GG,Yes,0,1,Away Win,8,6,14,Home Win,1,2,Away Win
02/11/2023,N1,Ajax,Volendam,2,0,NG,No,0,0,Draw,9,4,13,Home Win,0,1,Away Win
04/11/2023,N1,Heracles,PSV Eindhoven,0,6,NG,Yes,0,2,Away Win,1,7,8,Away Win,1,0,Home Win
04/11/2023,N1,Excelsior,AZ Alkmaar,1,1,GG,No,0,0,Draw,3,7,10,Away Win,2,3,Away Win
04/11/2023,N1,Waalwijk,Feyenoord,1,2,GG,Yes,1,1,Draw,2,10,12,Away Win,0,2,Away Win
04/11/2023,N1,Go Ahead Eagles,Vitesse,5,1,GG,Yes,1,0,Home Win,4,6,10,Away Win,0,4,Away Win
05/11/2023,N1,Utrecht,Twente,1,1,GG,No,1,1,Draw,5,2,7,Home Win,3,4,Away Win
05/11/2023,N1,Nijmegen,Volendam,3,3,GG,Yes,1,1,Draw,8,4,12,Home Win,4,2,Home Win
05/11/2023,N1,Zwolle,For Sittard,2,0,NG,No,1,0,Home Win,2,2,4,Draw,3,1,Home Win
05/11/2023,N1,Ajax,Heerenveen,4,1,GG,Yes,2,1,Home Win,5,8,13,Away Win,1,2,Away Win
05/11/2023,N1,Sparta Rotterdam,Almere City,1,2,GG,Yes,0,1,Away Win,10,3,13,Home Win,0,0,Draw
10/11/2023,N1,For Sittard,Heracles,4,1,GG,Yes,4,0,Home Win,9,7,16,Home Win,0,4,Away Win
11/11/2023,N1,Waalwijk,Go Ahead Eagles,0,1,NG,No,0,1,Away Win,7,0,7,Home Win,1,0,Home Win
11/11/2023,N1,Twente,Nijmegen,3,3,GG,Yes,1,0,Home Win,13,3,16,Home Win,1,3,Away Win
11/11/2023,N1,Vitesse,Heerenveen,1,3,GG,Yes,1,1,Draw,4,7,11,Away Win,2,1,Home Win
12/11/2023,N1,PSV Eindhoven,Zwolle,4,0,NG,Yes,2,0,Home Win,12,0,12,Home Win,0,2,Away Win
12/11/2023,N1,Almere City,Ajax,2,2,GG,Yes,0,0,Draw,4,6,10,Away Win,5,2,Home Win
12/11/2023,N1,Volendam,Sparta Rotterdam,1,4,GG,Yes,1,2,Away Win,3,5,8,Away Win,0,1,Away Win
12/11/2023,N1,Feyenoord,AZ Alkmaar,1,0,NG,No,1,0,Home Win,2,0,2,Home Win,2,1,Home Win
12/11/2023,N1,Utrecht,Excelsior,2,2,GG,Yes,0,0,Draw,13,2,15,Home Win,0,1,Away Win
25/11/2023,N1,Excelsior,Feyenoord,2,4,GG,Yes,1,1,Draw,2,5,7,Away Win,1,1,Draw
25/11/2023,N1,Heerenveen,For Sittard,3,0,NG,Yes,1,0,Home Win,3,7,10,Away Win,1,2,Away Win
25/11/2023,N1,Twente,PSV Eindhoven,0,3,NG,Yes,0,1,Away Win,3,4,7,Away Win,1,2,Away Win
25/11/2023,N1,Ajax,Vitesse,5,0,NG,Yes,2,0,Home Win,7,4,11,Home Win,1,2,Away Win
25/11/2023,N1,Zwolle,Waalwijk,1,2,GG,Yes,1,1,Draw,5,8,13,Away Win,1,2,Away Win
26/11/2023,N1,Almere City,Heracles,0,5,NG,Yes,0,1,Away Win,6,4,10,Home Win,0,3,Away Win
26/11/2023,N1,AZ Alkmaar,Volendam,3,0,NG,Yes,1,0,Home Win,5,4,9,Home Win,0,0,Draw
26/11/2023,N1,Nijmegen,Go Ahead Eagles,1,1,GG,No,0,0,Draw,4,10,14,Away Win,0,3,Away Win
26/11/2023,N1,Sparta Rotterdam,Utrecht,1,2,GG,Yes,1,1,Draw,5,4,9,Home Win,0,3,Away Win
01/12/2023,N1,Heerenveen,Almere City,3,0,NG,Yes,2,0,Home Win,7,8,15,Away Win,1,2,Away Win
02/12/2023,N1,Volendam,Zwolle,0,5,NG,Yes,0,0,Draw,6,5,11,Home Win,2,0,Home Win
02/12/2023,N1,For Sittard,Vitesse,3,1,GG,Yes,2,0,Home Win,5,4,9,Home Win,1,3,Away Win
02/12/2023,N1,Waalwijk,Excelsior,2,2,GG,Yes,1,0,Home Win,2,2,4,Draw,0,0,Draw
02/12/2023,N1,Heracles,Sparta Rotterdam,0,1,NG,No,0,0,Draw,6,3,9,Home Win,1,0,Home Win
03/12/2023,N1,Feyenoord,PSV Eindhoven,1,2,GG,Yes,0,0,Draw,10,5,15,Home Win,1,3,Away Win
03/12/2023,N1,Go Ahead Eagles,Twente,1,3,GG,Yes,0,2,Away Win,4,4,8,Draw,1,0,Home Win
03/12/2023,N1,Nijmegen,Ajax,1,2,GG,Yes,0,0,Draw,2,6,8,Away Win,0,0,Draw
03/12/2023,N1,Utrecht,AZ Alkmaar,1,1,GG,No,0,1,Away Win,7,5,12,Home Win,0,1,Away Win
06/12/2023,N1,AZ Alkmaar,Nijmegen,1,2,GG,Yes,0,2,Away Win,13,1,14,Home Win,0,1,Away Win
06/12/2023,N1,Waalwijk,Ajax,2,3,GG,Yes,1,2,Away Win,8,9,17,Away Win,2,0,Home Win
07/12/2023,N1,PSV Eindhoven,Heerenveen,2,0,NG,No,1,0,Home Win,11,2,13,Home Win,2,1,Home Win
07/12/2023,N1,Feyenoord,Volendam,3,1,GG,Yes,1,1,Draw,12,3,15,Home Win,1,1,Draw
08/12/2023,N1,Twente,Excelsior,4,2,GG,Yes,1,2,Away Win,10,2,12,Home Win,2,4,Away Win
09/12/2023,N1,Ajax,Sparta Rotterdam,2,1,GG,Yes,2,0,Home Win,7,7,14,Draw,0,1,Away Win
09/12/2023,N1,Zwolle,Nijmegen,1,3,GG,Yes,0,1,Away Win,1,6,7,Away Win,1,0,Home Win
09/12/2023,N1,AZ Alkmaar,Almere City,4,1,GG,Yes,1,0,Home Win,6,5,11,Home Win,2,5,Away Win
10/12/2023,N1,Go Ahead Eagles,Utrecht,0,2,NG,No,0,2,Away Win,11,1,12,Home Win,0,0,Draw
10/12/2023,N1,For Sittard,Waalwijk,1,0,NG,No,0,0,Draw,9,6,15,Home Win,2,2,Draw
10/12/2023,N1,Vitesse,Heracles,2,0,NG,No,1,0,Home Win,3,5,8,Away Win,2,1,Home Win
15/12/2023,N1,Nijmegen,For Sittard,4,1,GG,Yes,2,0,Home Win,5,7,12,Away Win,3,2,Home Win
16/12/2023,N1,Utrecht,Waalwijk,1,1,GG,No,1,1,Draw,10,4,14,Home Win,0,4,Away Win
16/12/2023,N1,Excelsior,Go Ahead Eagles,1,1,GG,No,0,0,Draw,1,4,5,Away Win,0,2,Away Win
16/12/2023,N1,Heerenveen,Volendam,1,2,GG,Yes,0,1,Away Win,19,2,21,Home Win,1,2,Away Win
17/12/2023,N1,Almere City,Vitesse,5,0,NG,Yes,2,0,Home Win,6,2,8,Home Win,0,0,Draw
17/12/2023,N1,Heracles,Feyenoord,0,4,NG,Yes,0,2,Away Win,3,10,13,Away Win,3,0,Home Win
17/12/2023,N1,Sparta Rotterdam,Twente,2,2,GG,Yes,0,1,Away Win,3,14,17,Away Win,2,1,Home Win
17/12/2023,N1,Ajax,Zwolle,2,2,GG,Yes,1,0,Home Win,5,0,5,Home Win,1,3,Away Win
17/12/2023,N1,AZ Alkmaar,PSV Eindhoven,0,4,NG,Yes,0,3,Away Win,1,5,6,Away Win,2,0,Home Win
12/01/2024,N1,Waalwijk,Heracles,1,2,GG,Yes,0,1,Away Win,7,4,11,Home Win,1,1,Draw
13/01/2024,N1,For Sittard,Sparta Rotterdam,0,2,NG,No,0,1,Away Win,7,2,9,Home Win,3,1,Home Win
13/01/2024,N1,Twente,AZ Alkmaar,2,1,GG,Yes,1,1,Draw,5,3,8,Home Win,3,2,Home Win
13/01/2024,N1,Zwolle,Heerenveen,2,2,GG,Yes,0,1,Away Win,4,6,10,Away Win,1,2,Away Win
13/01/2024,N1,PSV Eindhoven,Excelsior,3,1,GG,Yes,2,0,Home Win,12,2,14,Home Win,0,0,Draw
14/01/2024,N1,Volendam,Almere City,0,1,NG,No,0,1,Away Win,5,4,9,Home Win,1,1,Draw
14/01/2024,N1,Go Ahead Eagles,Ajax,2,3,GG,Yes,1,2,Away Win,6,4,10,Home Win,0,2,Away Win
14/01/2024,N1,Vitesse,Utrecht,0,0,NG,No,0,0,Draw,1,14,15,Away Win,1,1,Draw
14/01/2024,N1,Feyenoord,Nijmegen,2,2,GG,Yes,2,1,Home Win,9,0,9,Home Win,2,2,Draw
19/01/2024,N1,Excelsior,Heerenveen,3,0,NG,Yes,2,0,Home Win,6,5,11,Home Win,2,1,Home Win
20/01/2024,N1,Nijmegen,Twente,1,0,NG,No,0,0,Draw,6,5,11,Home Win,0,1,Away Win
20/01/2024,N1,Heracles,Volendam,1,1,GG,No,0,1,Away Win,9,3,12,Home Win,1,0,Home Win
20/01/2024,N1,AZ Alkmaar,Zwolle,2,2,GG,Yes,0,0,Draw,11,3,14,Home Win,2,0,Home Win
21/01/2024,N1,Utrecht,PSV Eindhoven,1,1,GG,No,0,1,Away Win,7,3,10,Home Win,2,1,Home Win
21/01/2024,N1,Sparta Rotterdam,Go Ahead Eagles,0,2,NG,No,0,1,Away Win,5,1,6,Home Win,0,3,Away Win
21/01/2024,N1,Vitesse,Feyenoord,1,2,GG,Yes,0,1,Away Win,1,4,5,Away Win,3,3,Draw
21/01/2024,N1,Ajax,Waalwijk,4,1,GG,Yes,2,1,Home Win,6,0,6,Home Win,1,0,Home Win
24/01/2024,N1,Almere City,For Sittard,0,0,NG,No,0,0,Draw,3,2,5,Home Win,2,1,Home Win
26/01/2024,N1,Zwolle,Vitesse,1,0,NG,No,1,0,Home Win,5,4,9,Home Win,3,2,Home Win
27/01/2024,N1,PSV Eindhoven,Almere City,2,0,NG,No,1,0,Home Win,4,1,5,Home Win,0,2,Away Win
27/01/2024,N1,Waalwijk,Sparta Rotterdam,1,1,GG,No,0,0,Draw,3,3,6,Draw,5,2,Home Win
27/01/2024,N1,Excelsior,Utrecht,1,1,GG,No,0,0,Draw,5,8,13,Away Win,0,0,Draw
27/01/2024,N1,Heracles,Ajax,2,4,GG,Yes,1,1,Draw,3,11,14,Away Win,2,1,Home Win
28/01/2024,N1,Heerenveen,AZ Alkmaar,2,2,GG,Yes,1,1,Draw,4,5,9,Away Win,2,2,Draw
28/01/2024,N1,Feyenoord,Twente,0,0,NG,No,0,0,Draw,9,0,9,Home Win,0,1,Away Win
28/01/2024,N1,Go Ahead Eagles,Nijmegen,2,2,GG,Yes,0,1,Away Win,9,5,14,Home Win,2,4,Away Win
28/01/2024,N1,Volendam,For Sittard,0,1,NG,No,0,0,Draw,7,2,9,Home Win,2,1,Home Win
02/02/2024,N1,Almere City,Excelsior,2,1,GG,Yes,1,1,Draw,7,3,10,Home Win,1,3,Away Win
03/02/2024,N1,Twente,Waalwijk,3,0,NG,Yes,1,0,Home Win,9,3,12,Home Win,0,1,Away Win
03/02/2024,N1,For Sittard,Heerenveen,3,3,GG,Yes,0,2,Away Win,6,0,6,Home Win,1,2,Away Win
03/02/2024,N1,Ajax,PSV Eindhoven,1,1,GG,No,1,1,Draw,3,5,8,Away Win,1,3,Away Win
03/02/2024,N1,Nijmegen,Heracles,3,1,GG,Yes,0,1,Away Win,7,6,13,Home Win,1,1,Draw
04/02/2024,N1,Vitesse,Go Ahead Eagles,0,2,NG,No,0,1,Away Win,5,6,11,Away Win,1,1,Draw
04/02/2024,N1,AZ Alkmaar,Feyenoord,0,1,NG,No,0,1,Away Win,5,2,7,Home Win,2,1,Home Win
04/02/2024,N1,Utrecht,Volendam,4,2,GG,Yes,2,1,Home Win,9,2,11,Home Win,2,1,Home Win
04/02/2024,N1,Sparta Rotterdam,Zwolle,0,2,NG,No,0,1,Away Win,13,3,16,Home Win,1,3,Away Win
09/02/2024,N1,Waalwijk,Nijmegen,2,0,NG,No,2,0,Home Win,4,10,14,Away Win,2,3,Away Win
10/02/2024,N1,Excelsior,Twente,0,3,NG,Yes,0,3,Away Win,1,4,5,Away Win,1,1,Draw
10/02/2024,N1,Almere City,AZ Alkmaar,0,0,NG,No,0,0,Draw,5,6,11,Away Win,2,1,Home Win
10/02/2024,N1,Heracles,Vitesse,3,2,GG,Yes,1,2,Away Win,8,6,14,Home Win,1,2,Away Win
11/02/2024,N1,Go Ahead Eagles,Zwolle,1,1,GG,No,0,0,Draw,8,4,12,Home Win,2,2,Draw
11/02/2024,N1,Heerenveen,Ajax,3,2,GG,Yes,2,0,Home Win,7,4,11,Home Win,4,0,Home Win
11/02/2024,N1,Utrecht,For Sittard,4,0,NG,Yes,1,0,Home Win,3,6,9,Away Win,0,0,Draw
11/02/2024,N1,Volendam,PSV Eindhoven,1,5,GG,Yes,1,1,Draw,4,7,11,Away Win,2,1,Home Win
11/02/2024,N1,Feyenoord,Sparta Rotterdam,2,0,NG,No,0,0,Draw,8,4,12,Home Win,0,2,Away Win
16/02/2024,N1,PSV Eindhoven,Heracles,2,0,NG,No,1,0,Home Win,15,0,15,Home Win,0,3,Away Win
17/02/2024,N1,For Sittard,AZ Alkmaar,1,2,GG,Yes,1,0,Home Win,3,10,13,Away Win,1,1,Draw
17/02/2024,N1,Sparta Rotterdam,Excelsior,4,2,GG,Yes,2,2,Draw,4,4,8,Draw,4,2,Home Win
17/02/2024,N1,Heerenveen,Go Ahead Eagles,0,2,NG,No,0,0,Draw,3,5,8,Away Win,0,2,Away Win
17/02/2024,N1,Zwolle,Almere City,0,1,NG,No,0,0,Draw,4,2,6,Home Win,0,4,Away Win
18/02/2024,N1,Twente,Utrecht,0,1,NG,No,0,1,Away Win,11,0,11,Home Win,0,1,Away Win
18/02/2024,N1,Ajax,Nijmegen,2,2,GG,Yes,1,0,Home Win,2,5,7,Away Win,2,0,Home Win
18/02/2024,N1,Vitesse,Volendam,1,1,GG,No,1,1,Draw,12,3,15,Home Win,1,3,Away Win
18/02/2024,N1,Feyenoord,Waalwijk,1,0,NG,No,0,0,Draw,19,2,21,Home Win,0,2,Away Win
23/02/2024,N1,Utrecht,Heracles,1,0,NG,No,0,0,Draw,9,3,12,Home Win,3,2,Home Win
24/02/2024,N1,Waalwijk,For Sittard,0,1,NG,No,0,0,Draw,1,2,3,Away Win,0,0,Draw
24/02/2024,N1,Zwolle,PSV Eindhoven,1,7,GG,Yes,1,2,Away Win,3,7,10,Away Win,2,0,Home Win
24/02/2024,N1,Nijmegen,Sparta Rotterdam,2,0,NG,No,2,0,Home Win,2,9,11,Away Win,1,4,Away Win
25/02/2024,N1,Excelsior,Vitesse,1,2,GG,Yes,0,0,Draw,10,11,21,Away Win,0,1,Away Win
25/02/2024,N1,Almere City,Feyenoord,0,2,NG,No,0,0,Draw,5,5,10,Draw,3,1,Home Win
25/02/2024,N1,Twente,Go Ahead Eagles,3,0,NG,Yes,2,0,Home Win,6,4,10,Home Win,0,2,Away Win
25/02/2024,N1,AZ Alkmaar,Ajax,2,0,NG,No,1,0,Home Win,2,1,3,Home Win,2,0,Home Win
25/02/2024,N1,Volendam,Heerenveen,0,4,NG,Yes,0,1,Away Win,4,10,14,Away Win,0,0,Draw
01/03/2024,N1,Volendam,Nijmegen,2,5,GG,Yes,0,3,Away Win,7,5,12,Home Win,2,2,Draw
02/03/2024,N1,Go Ahead Eagles,Waalwijk,1,0,NG,No,0,0,Draw,9,7,16,Home Win,0,1,Away Win
02/03/2024,N1,Vitesse,Twente,1,2,GG,Yes,1,1,Draw,2,8,10,Away Win,0,2,Away Win
02/03/2024,N1,Sparta Rotterdam,AZ Alkmaar,1,1,GG,No,0,1,Away Win,5,6,11,Away Win,0,2,Away Win
03/03/2024,N1,Ajax,Utrecht,2,0,NG,No,1,0,Home Win,1,3,4,Away Win,1,2,Away Win
03/03/2024,N1,Heerenveen,Zwolle,2,0,NG,No,1,0,Home Win,4,6,10,Away Win,3,2,Home Win
03/03/2024,N1,PSV Eindhoven,Feyenoord,2,2,GG,Yes,1,1,Draw,9,2,11,Home Win,4,3,Home Win
03/03/2024,N1,For Sittard,Excelsior,5,2,GG,Yes,4,0,Home Win,6,1,7,Home Win,2,3,Away Win
03/03/2024,N1,Heracles,Almere City,2,2,GG,Yes,0,2,Away Win,5,1,6,Home Win,2,3,Away Win
08/03/2024,N1,Go Ahead Eagles,PSV Eindhoven,0,1,NG,No,0,1,Away Win,4,9,13,Away Win,0,2,Away Win
09/03/2024,N1,Twente,Sparta Rotterdam,2,1,GG,Yes,1,0,Home Win,7,3,10,Home Win,1,1,Draw
09/03/2024,N1,Almere City,Utrecht,1,1,GG,No,1,1,Draw,6,7,13,Away Win,1,2,Away Win
09/03/2024,N1,Waalwijk,Vitesse,3,1,GG,Yes,1,0,Home Win,4,5,9,Away Win,2,0,Home Win
10/03/2024,N1,AZ Alkmaar,Excelsior,4,0,NG,Yes,3,0,Home Win,3,0,3,Home Win,0,1,Away Win
10/03/2024,N1,Ajax,For Sittard,2,2,GG,Yes,1,0,Home Win,10,2,12,Home Win,1,0,Home Win
10/03/2024,N1,Zwolle,Volendam,1,1,GG,No,0,0,Draw,8,3,11,Home Win,0,1,Away Win
10/03/2024,N1,Nijmegen,Heerenveen,2,0,NG,No,0,0,Draw,8,6,14,Home Win,0,0,Draw
10/03/2024,N1,Feyenoord,Heracles,3,0,NG,Yes,2,0,Home Win,9,5,14,Home Win,0,0,Draw
15/03/2024,N1,Heracles,Go Ahead Eagles,2,0,NG,No,0,0,Draw,2,8,10,Away Win,2,2,Draw
16/03/2024,N1,For Sittard,Zwolle,3,1,GG,Yes,1,0,Home Win,7,5,12,Home Win,1,3,Away Win
16/03/2024,N1,Excelsior,Waalwijk,1,1,GG,No,1,0,Home Win,7,4,11,Home Win,1,2,Away Win
16/03/2024,N1,Vitesse,Almere City,1,1,GG,No,0,1,Away Win,8,2,10,Home Win,3,3,Draw
17/03/2024,N1,Volendam,AZ Alkmaar,0,4,NG,Yes,0,2,Away Win,3,4,7,Away Win,0,2,Away Win
17/03/2024,N1,Heerenveen,Feyenoord,2,3,GG,Yes,1,1,Draw,3,8,11,Away Win,1,1,Draw
17/03/2024,N1,Utrecht,Nijmegen,1,0,NG,No,0,0,Draw,5,4,9,Home Win,2,1,Home Win
17/03/2024,N1,Sparta Rotterdam,Ajax,2,2,GG,Yes,1,0,Home Win,2,7,9,Away Win,0,1,Away Win
17/03/2024,N1,PSV Eindhoven,Twente,1,0,NG,No,0,0,Draw,4,7,11,Away Win,2,4,Away Win
30/03/2024,N1,Nijmegen,PSV Eindhoven,3,1,GG,Yes,1,1,Draw,1,7,8,Away Win,0,2,Away Win
30/03/2024,N1,Sparta Rotterdam,For Sittard,4,0,NG,Yes,1,0,Home Win,9,4,13,Home Win,0,0,Draw
30/03/2024,N1,Go Ahead Eagles,Excelsior,3,0,NG,Yes,1,0,Home Win,4,5,9,Away Win,1,2,Away Win
30/03/2024,N1,Waalwijk,Heerenveen,1,1,GG,No,0,0,Draw,4,6,10,Away Win,1,1,Draw
30/03/2024,N1,AZ Alkmaar,Vitesse,2,0,NG,No,0,0,Draw,9,6,15,Home Win,0,0,Draw
31/03/2024,N1,Zwolle,Ajax,1,3,GG,Yes,0,2,Away Win,2,1,3,Home Win,4,2,Home Win
